Letters,Target
"Carcigeneds vo 13010 gp 1859-1862, 192 Carba-prostacyclin inhibits 12-O-tetradecanoylphorbol-13-acetate (TPA)-induced transformation in sensitive murine epidermal JB6 cells James $.Smith Jr, Howard E.Wey, George D.Leikaut and C.Stuart Baxter! ivy of Cininati Medial Cet, Deprtnen of Enver ‘cath 323 Eien Avene, ML Na, 6, Cincia, OH 45267-0156, USA, ""To whom camespinence sb be aed ‘The ability of carba-prostacyclin (¢PGI,), a stable analog of prostacyelin (PGI), 0 inhibit 12-O-etradecanoylphorbol- Saacetate (TPA}-induced transformation of JB cells was investigated. JB6 cells sensitive (P*) and resistant (P-) to ‘TPA-induced” transformation to anchorage-independent srowth were plated in soft agar in the presence or absence ‘of ePGl; for 14~21 days. Transformation frequencies were determined by recording colony numbers. ¢PGI, was found {inhibit TRA induced transformation of P* cells in a dose- dependent fashion with 1M ePGl; producing ~S0% imbibition of colonies in soft agar. Our findings are consistent ‘withthe hypothesis that TPA-induced transformation in JBS cell variants is mediated by PGI; via regulation of adenstate eyelase activity and cAMP accumolation, with resultant inhibition of expression of the transformed phenotype, reflected in anchorageindependent growth. Introduction Recently we reported that murine epidermal 186 cell lines sensitive (P*) and resistant (P~) to tumor-promoter induced transformation to anchorage independence uifferentally respond calcium ionophore A23187 oF the combination of 12-0- -aleearoylphiorbol-I3-acetate (TPA) and A23187- with ‘enlanced release of prostacyclin (PGI) (1). This difference was ‘oF particular interest in that, although both cel variants release prostacyclin upon stimulation, P~ cells release ~ 3-old more ‘eketo-prostaglandin F), (6-keto-PGF,,), a stable metabolite of| PGI,, as compared to” cells (1). A'number of eicosanoids were measured in these stules but no quantitative differences were observed between the two cell lines, In cemin cell types, PGl; is a potent agonist of adenylate cyclase producing an increase in CAMP (2), which has been proposed 10 inhibit tumor development (3.8). Forskolin. 3 Simvlator of adenylate cyclase, inhibits TPA induction of ‘tansformation in JB6 P* cells in'a dose-dependent fashion (3) Furthermore, treatment with A23187 has been shown to produce «moderate reduction inthe TPA induced transformation of P= ‘lls (6), a treatment that we have shown synergistically enhances feleane Of PGty in these cells (1). These data suggested that Gis, possibly through stimulation of adenylate cyclase, may play an intbitory ole in JB cell ansformation, Therefore. we atte TPA. 12. Oseaiecampiporel state; POs, pmt- PosticjeintehetoPGkyehctrprsaslanin Ty nS. pine hte sine investigated the ability of carba-prostacyclin (¢PGIL), a stable analog of PGI, to inhibit TPA-induced transformation of P cells to anchorage independence in soft agar. Materials and methods Movrats PGI, was purchased fam Cayman Chemie Co. (Ann Arte MD. TPA wat irom Chm for Cacer Rowarch ne.» Chia, MI. Dutbece's maid Egle’ mum (DMEM teaser (9S: Hyco tno, ING a _entarcin sie (30 yr) were om Gibco Laborers, Life Tectloie tte (Gremlin, NY). Ps tr ate ke and 5 cm ples Coreg) ‘tre tied fom Fisher Scene ici, OM Aller chem were reagent or higher ga. Cal an cel entre 186 onl cl ies C10 (P"") and CA (P*) were geno provided by [NH Colnu at sae 79 an 6 especie. Bath cel plesonpes hate been ‘epoedt be ble or op OD pases) tn or hands he lesen DMEM Siplemcted wah 38 mM HEPES. $3 fet nactsoed Hycone FCS nd pentumain sll (50 ppm) 37°C in 3 COWOS st 2nd pst rer 304 days. Thew cll vara, wing + madcaton f te mee! by NW catburm(bssuan of DMEM fr Mia Essentat Maun Epes) ‘tr fun! eon! TPA inne anchorge pendent promt ce my eser 186 and Pel varias were pte 1 dey of 1.43 109 clio? ‘on om plac Pe lc rl grown at 37°C ot $8 COLASS ain DONEM + HEPES gerumgn we 90 pin and 10% Peenacatad FS (3) ""che 10°"" St 5 pl cha 075%), TPA Gh eMhin 10 pl OMS2 013%), 8 l dine (DMSO: 0.4%) 0 e combi ‘cP, TPA read umd DMEM + HEPES saplencoed ‘wih FCS, 22 hater be ml plating no umeted or alpen cone les), Dap plas exh agent ge coral reach art ‘rr wed” At 248 tire pam, cel were vated wah CX"". Melee BS and dacs rom pis sng I 3% ta “EDTA, Cal waters ‘tere deem she serge of our Coa ner deena of Be ‘Se ca peso occ pute. Dileep) wer ob {i mac pret cl Joann ‘Sf or insformaion Trrsorma, 25 derma by ancoraeindeendent groin st 3, ‘asa wg ito of Coburn a 9) a whch DMEM “ttt foe MEM and J cll P (C30 ed (13) oes wer ood {0 respond lee lo TPA inSacd sachorpeindenien fowth ts ‘Sach )=11). Brey. 0 mot 2 edna wae prepare y wing 40 2 DMEM. 10m php hulle ane PBS. 10 FCS od gtamea (60 simi. An apa-mmaa me we peared by ing 6D rot the 2 sn 0 a0 mt 139% iow apa Se “hear mare wax pure it 0 fom Pee des Sept) “cet aha pow w= 70% sotecy {te PS anemone Yom pcs wih O 9% he permed maar tld ‘the an of IS i kot ge TPA Ts me an User 3m 0.30 apr ap pea ced at PE 3 COg98% a for 14-2 dvs “thao ranging own 1 = 10 Nig tH A and enter TPA 16-7 240 in pl DMNO ow 15 gl DMSO 00.17). Trandormaue rguene were serum nthe scree somes ie tha een et eo cm ach far plas ie each nese ro, tha TPA vince tandem wae Sayed avon Pad rans in capermealie grape, consump ofa Pacem ech 1859 2028387904",6
"en ee a conveneand gore Mosprra Taso Z Alcoholism Is Called Contributing Factor In Arteriosclerosis orp Feibune Word Serdee Jenvsaiem-Alcoholiam it probably 0 Contributiog factor io. arteriosclerons, smember team of paychi- ‘Pyehiatrc Hospital in eiernationsl Congress of Social Prychi, ‘uy here, Prof. Giovannh Bon6sl {hot the howpiist admits about 6.000 pa- Meow yearly, of whom about 20 per cent ‘bre “pore” atcoholies (ie. they Dave ot ‘Combined sleoho} with drug). ""The atention of the investigators was aroused by the observation that neatly oll the alcoholics showed signs of dementio Vtiour anges of development. The de> ‘emi could 'be revered, bu ely Pa aly. A50Atechotice Satectad eof test, 81 per cent showed patholOn signs in’ thcoencephalographs. Patho. opie signs were alto found sn the vesely OT ine mb. But theve were not taken into since. moa of the patients Were ‘tho heavy smoker, ‘Some 85 per cent showed pathologic sigan when thronboelastograms wele PEt armed. The total lipids and cholera) Netues-were within the notmal range But Were clove to the upper limits. Some 32. percent showed pathologic triglyceride abuse. ond 93 per cent showed pathologic ‘beta-hpoprotein values in a arves of payehologc tet, oll 150 showed potnotopie shorter memaricy group. their inter Sioout to tctie) wan sharpls seduced “cance, and they sho had lost much of Tn another performed am 80. chronic Eleven showed arterotcerost that wat ible to the nuked ee, and the other 39 Showed microscopic arteriosclerosis Physician Who Practiced in China Is Honore reer Tr "" 5s Motrar ir Cenadlan Medica! Association In Montreal. Above, repress sat colts Republic of Chine ot the élsplay. The sponsors te Beibass Contthee: with hosoren chairman Dr. Wider Peofield and Indodicg Sgeand carers wo members are exeklog to estabSah exchange etolaety Chronic Crisis Centers Termed L To Be Developed Over Next 10° Me explained thot precrso some extem Dive the dined feng veri chics ‘risisend noncrss inervent siderable numbers {3 vome of the procedures de TSiner countries within he past 13 yeaa. be present in potenti rather Fees decode might well ee the devel- lt) ond sn the long range ‘or the short range. However i ticipated that the inlerenton WPaave ves ad improve ave coneeps of suicide Fae tency Svmpostom on Suicide bere centers ore accessibility and wherow, PhD. of the (24 Bours, sven days 8 60. Vanaeay of nance of rexpomuibiiy (unis | | rnicred=nok relered0. 1c1 AG sm Loe Angeles. eae ercvemion program to meet network of cormmuciy Delp necduelecc’eres ean occur are Hel) 19 and erin inierveniion pine the future.” be seid, ‘rrehieing the immediate em pasa Evan NINO TuUENN En ad",6
"‘mg, 02 icine mc perce FTEs ‘SURGEON GENERAL'S WARNING: Smoting Boatanscryssnlrinay alors _ALBANDSTRES SHOE iC cree PUY - to Re eon arian cent andstillget flavor ina tener i omguir . oo one, The lowest in tar and nicotin Ofall soft pack 1008 By US. Gov't. testing method. rome nonce ‘he etreamen! compe wth he ga eure fr he care 108 Gonmrte Waring Sten aed a“ ed cline he hich mit rupenios Temc0000, oremene: spt Stpow nachos ong eh prendre nota yr TRB AETER IE PREPARED ekine 1p. ‘cave to be cartoin they match each ofher. UNDER NO CIRCUMSTANCES. Brvounes Alpen wt = UNS Convio: mannered ber 2 ABC YOU TO RUN SUESIUTE MATRA ALTER OF OMANI COPE COPYNMIE: Pwomigeeve VS.ULRWS —STATEVENT:  ¢ WOU POR APA FRO Te AGENCY SUT : SSoobe: seo GUATTEROFOOVERDATE:od | A.08 UE TES MATERA ON aN ONERLOTHER Tan OW Sac. tne sae""e COVEROATE: Soponow ON THE BERTON OFDE UMS YOU RIEME A SLQUINT g SGN OFDIE AUTORUN A HEPAT Tew notch ney corer ny i pbltont with @ cover doe eter th perod July 1_wovor_Septomber 30 You madesioy Lasis Home Jour iiate mole oevod ter inpeepor ue ater hs prod. ‘TH ADVERTISEMENT APPEARS",4
"[Repried from the Journal of Organic Chemistry, 41, 1585 (1978) Copyright 176 by a hcean Chea yy and reprinted by permission of the copyright owner. ‘The Configuration! of Nicotine. A Nuclear Magnetic Resonance Study Jerry F. Whidby and Jeffrey 1. Seeman* Philip Morris Research Center, P., Box 26585, Richmond, Virginia 23261 Received July 29, 1975 Radiofrequency itradiation of the N-methyl zroup in nicotine st pD values of 11.0,5.0, and 08 caused nuclear Overhauser enhancersen's (NOE) of the pyridyl protons and the C-2’ and C-5"" protons on the pyrrolidine ring. However, irradiation of the N-methyl group at 2.13 ppm of nicotine in trifluoroacetic acid solution (TFA) did not cause an NOE on the pyridyl protons but rater on the C.2"" and C-8'9 protons. In TFA, the ate of deprotona (of nicotinium diacid salts is slow compared to the NMR time scale, and the peak at 3.13 ppm is attributed tothe ricotinivi salt a whieh the N-methyl group is trans to the pyridine ring. A second singlet at 282 pom isatteibuted to the nicotinium salt in which the V-methyl group is cia ta the pyridine cing, These assignments were established bby NMR studies in mistures of TFA-TF A-d, These resulta are interpreted in term of nizeogen protonationdepro- tonation-pyramidal inversion equilibria and the complexities of NOE studies on configurationally mobile systems. ‘The rates of inversion and proton relaxation are considered. It is estimated that nicotine-eee base exists with its ‘Nemethyl group preferentially (90.9 + 0.9%) trans to the pyridine ring by gas-phase kinetic quenching experiments, ‘The configuration! of nicotine and nicotine acid salts has been a topic of concern for many years."" Nicotine structural analysis indicates two unknown features: the orientation of the N-methyl group and the relative position of the pyridine and pyrrolidine rings. Experimental determination of these two structural parameters is complicated by the likelihood of ow enerzy barriers to change."" We now report the cesults of ‘our studies which show that the preferred (>30%) conti ration of the N-methyl group in nicotine is 1” (R) (ie, trans to the pyridine ring) under a variety of experimental condi- tions. Recently, Chynoweth, Ternai, Simeral, and MacielS con- cluded on the basis of their NMR studies of nicatine in CDCly land Ds0 “that the N-mathyl group is preferentially on the ‘same side of the pyrrolidine ring a8 the pyridine ring”. That conclusion’ contrasted with perturbative configuration in- teraction calculations performed by Pullman, Courriere, and Coubeils,7* which indicated that 1 (see Scheme I) was ap, proximately 4 kcal/mol more stable than 2.1! Other investi gators? based their configurational assignments on (1) steric evaluations using space-filling models or (2) demethylation studies of nicotine N’-oxide. Any conclusion based on these latter two criteria meets with severe criticism. Finally, Koo and Kira® have roported the x-ray analysis ofa crystal of ni= ‘cotine dihydriodide in which the N-methyl group was in a trana configuration with respect to the pyridine ring (ef. 3). However, the crystalline sample was undoubtedly prepared under conditions in which the equilibria shown in Scheme I were operative, and itis theoretically possible that a minor component, or one of a number of components, crystallized. In addition, conclusions based on x-ray data of a solid cannot necessarily be applied to the conformation or configuration, of the same molecule in solution, especially if protonation deprotonation reactions are occurring in solution.'* ~ > 1000769824",6
"Cc. C ORION BROADCASTING. INC. re eee October 1, 1979 res won sanazon Mr. Ernest Pepples Vice President Brown & Williamson Tobacco Corp. 1600 West Hill Street Louisville, Kentucky 40232 Dear Ernie: Thanks for your letter and all the material on the FIC hearing. T'11 give some thought as to how I might get the neseage through to Congress. Best regards. Sincerely, by blak Ballard Morton BM 2 Le 3 ey $ ; (ORION) ewer” “noma” wacom Memon weree1oo, om CST CT? me]",0
"S114 /DNILNNODDY ‘ggavada ov STHL HOTHM NT NOT -103 3H1 40 $31409 3137dN09 Z GH3S ‘WHOIDZY YO NI-1N2 6 SH sHNd ay 4 TAQNSN SIHL 1H SHOu¥s ¥34INNEF O. ALTTWND NOTLINGOwsIY LNASTAISY OL S3TdO 9 ONES “TWNOTION Suna ay 3 ‘ATELU1O3uRI QBNDISHRONN SHL LOVLNOD ‘NOTLNGHaSay 39HGS BION BHI ANY BBGHO NOTLSSSNI STL N33NL34 AINVERYOSIO ANY ST 38341 31 + LNBLaOdN sazis OL a8 ONTasoI Bod 404d sN-O3NI7 NOTIOS ‘ONYH HO SIWIASLON 349H NO) vansst Bfl0A NI Qaevada4 HOH! GY JO LH343q 8 SI SIHL C : Wows ONTHOD TwI¥aLeH C SENEWSD SNOW HONS OWLWRD TWIBBLEH © “HLIMaaaH WwrAsLEW Cc OP'ESH SEL — TWLOL ¥B0MO NOTLYZSNI seou2 ob esb sei vevezrro 4o109 BONE BF pNTanggaiNT priterererenaaanauavanaanasensnsaranenenenrenennnes *  b-01096208 30M S3IHTUBH GNY STSQNHD MBGUO STML + Sec HEURES tiie sane Ana eR RARE REE aiKa sovoo = az1s HOTLN3SN mo138 931319345 oN L I 7 I 1 essioer s3aNNN o et cafe woe 4a sen 80008, BIOL 430% s1qand ase. aobaiis a/ p36s = exe tsueurusa Rewse Horsey a0 13nd Sanrzeoew “#To3H 09 ogawees noswarvatA a he tins on LawaiN09 anv outn bas — Bovusa | daa 7 ooroooeesen ‘NOTIBITT: Z-pio620% tON zou ost034 yee teansesseartonesnasnse 11902 Wd bet BWEL eee B3dS0 NOTLSSSHT nae a ‘oswarHs ° OOUOTHA HSIN 3 RYHONINNND 300403448 PRODUCED FROM B&W WEB SITE",4
Payment for indigent care Aid for Tampa hospital urged,6
PM3000107190 Be Te Pc OBE,4
"CHARLOTTE OBSERVER DATE: SUNDAY January 15, 1989 PAGE: 14 EDITION: OWE-SIX SECTION: MAIN NEWS LENGTH: Medium SOURCE: By BILL ARTHUR, Observer Washington Bureau DATELINE: INDIAN WELLS, CALIF. LAWHARERS BASK IN TOBACCO INSTITUTE'S WARMTH. Rep. Hovard Coble, R-N.C., punched a vinning volley in his stadium court tennis match at the Hyatt Grand Champions resort. Rep. Don Sundquist, R-Tenn., teed off vith a drive straight dovn the fairvay at the adjacent Indian Wells Golf Resort. Rep. Alex McMillan, R-N.C., arrived for dinner in a tan-and-green checked sport coat, a vivid contrast to the stark Dlues and grays he typically Vears for Congress. ‘'Nice jacket,'' commented a member of his party. ‘'I only vear this on junkets to California,'' ne joked. Those members of Congress and about 20 others vere enjoying an all- expense-paid life last veek at the fifth annual legislative conference of the Tobacco Institute. That's the association of cigarette makers and other tobacco interests, vhich after 25 years of surgeon generals’ varnings on the dangers of smoking, insists that smoking cannot be directly linked to cancer, heart disease or stroke. The tobacco industry has good reason to get together vith lavmakers. It faces a range of attacks this year, from proposals to raise cigarette taxes to @ ban on tobacco advertising. Not surprisingly, most members of Congress in attendance either hail from tobacco-producing states or sit on key tax, commerce and other committees that handle bills affecting the industry. So vhile official Washington searched the forecasts for snov last veer, the tobacco folk and lavmakers, many accompanied by their spouses, enjoyed the sun and palm trees at a tvo-year-old Southern California hotel that has 12 tennis courts, 4 svimming pools, 3 restaurants and 2 18-hole golf courses, and vhere the cheapest room costs $200 a night. The Tobacco Institute hired bands for dinner and dancing, as vell In addition to Coble and McMillan, Carolinas lavmakers attending at least part of the four-day conference vere: Sen. Jesse Helms, R-N.C., and Reps. Tim Valentine, D-N.C., Martin Lancaster, D-N.C., Steve Neal, D-W.C., Charlie Rose, D-N.C., Bill Hefner, D-N.C., and Robin Tallon, D-S.C. Ail but Neal, Hefner and Coble, a bachelor, brought their vives. In addition to travel expenses, most of the lavmakers vill receive a $1,000 honorarium, a kind of appearance fee. They earned it basically by attending a 90-minute seminar to discuss political issues vith some 125 cigarette manufacturers and other Tobacco Institute members. Some heavy hitters, such as Helms and Rep. Dan Rostenkovski chairman of the House Ways and Means Committee, gave individual talks. The honoraria are legal. Many lavmakers rely on the fees to increase their income beyond the $89,500 annual salary for senators and representatives. Still, lavmakers acknovledge that the payments offered by special interest groups can pose political problems. The nev Congress may vote on vhether to abolish honoraria as part of a plan to raise lavmakers' salaries to $135,000. D-111., TIMN 0025141",9
"Di pune or Brngient Cus PRS RAE Bg chet, ne 8.2, erp Factors Controlling the Release from Human Blood Polymorphonuclear Cells in Vitro of a Proteolytic Activity Directed against Apolipoprotein A-II* (Received for publieston, April 23, 1984) Denise Polacekt, Robert E. Byrne}, Mary Burrous$, and Angelo M. Scanut§ From the Departments of Medicine and §Biochemistry, University of Cheap, Pritzher Schoo of Medicine, ‘Chicago, Minois 60837 Human high-density Lipoprotein class-3 (HDL) was incubated with freshly isolated blood polymorphonu- clear leukocytes (PMN) at 37 and 4 °C. At both tem- peratures the release of proteolytic activity (PA) caus- ing the specific hydrolysis of apo-A-II was dependent on the concentration of HDL; in the medium, At 37°C, the efflux of PA was linear and no saturation was reached up to an HDL, protein concentration in the ‘medium of 800 ug/ml. In turn, at 4°C, maximal PA release was reached at a concentration below 600 ug/ ml of HDL, protein/ml in the medium. Canine HDL, ‘which contains apo-A-I, but not apo-A-IT, was as effe tive as human HDL, in promoting the release of PA from PMN. This property was also exhibited by egg lecithin/eholesterol vesicles containing apo-A-I. At 4°C, there was no strict correlation between efflux of PA affected by HDL; and specific binding of ""*I-apo- A-I(HDL,). In competitive binding experiments, a 50. fold excess of unlabeled HDL, prevented more than 90% of the binding of ""*I-apo-A-I (HDLs) to PMN, ‘whereas an excess of unlabeled low-density lipoprotein exhibited no effect. When human HDL, was incubated ‘with PMN at 4 or 37 °C and then subjected to ultracen- trifugation at d 1.21 g/ml, most of the PA that was, initially associated with this lipoprotein was recovered in the bottom of the tube. By gel filtration, both PA and HDL; were in the same peak ina low ionic strength buffer, but were dissociated from each other by a high- salt solution (4 1.21 g/ml). We conclude that both ns urally occurring HDLs and apo-A-I-stabilized lipid vesicles favor the release from PMN of an enzymatic activity which cleaves human apo-A-II. This release appears to be dependent both on the interaction of the cells with the lipoprotein ligand and on the lipoprotein surface area acting as the acceptor for the enzyme, probably through electrostatic forces. Early studies from this laboratory showed that when a mixed population of human blood leukocytes is incubated * This work was supported by United States Public Health Service Grant HL-18877, The corte of publication of tis article were defrayed in part by the payment of page charges. This article must therefore be hereby marked “advertisement sn accordance with 18 US.C. Section 1734 solely to indicate eis fact. ‘To whom correspondence should be addressed at, Department of Medicine, Box 225, The University of Chicago, 5841 South Maryland with human plasma HDL,” apo-A-II is enzymatically cleaved ‘to small molecular weight components which are retained in the lipoprotein particle (1). [n contrast, litle or no changes, were observed in apo-A-I, the major protein constituent of HDL. Subsequently, we found that of the blood leukocytes only PMN cause the proceolysis of apo-A-II in HDLs (2). ‘Since litle is known of the function of apo-A-I, the demon- stration that PMN contain a protease capable of a specific cleavage of apo-A-II prompted us to examine in vitro the mechanisms underlying the release of this cellular protease and the role played by HDL in this process. The results of ‘these studies are the subject of this report. A preliminary ‘account has appeared (3). EXPERIMENTAL PROCEDURES? RESULTS A, Studies with Human HDL 1, Dependence of Protease Release from PMN on the Presence of HDL in the Medium PMN (40  10* cals) were incubated for 1 h at 37°C with human HDL, in concentrations ranging from 0 to 800 ug of protein/ml. After incubation, the cells were sedimented by ‘centrifugation at 150 x g for 10 min. The supernatants were centrifuged again at 400 X g for 10 min, brought to d 1.21 g/ ral and ultracentrifuged st 108,000 x g for 36 h. Most of the PA was recovered in the bottom 0.9-ml fraction (total volume = 63 ml) of the tubes (Fig. 4). The proteolytically active fractions were dialyzed against 0.15 mt NaCl, pH 7.0, 0.02% azide, incubated with 1-spo-A-II (HDLg) for 10 min at 37 °C and proteolysis was assayed by trichloroacetic acid precipita tion and 10% polyacrylamide (0.2% SDS) gel electrophoresis. ‘The selection of a 10-min incubation time came from prelim- inary experiments (not shown) indicating that the proteolysis ""Phe abbreviations used ae: HDL, high-density lipoprotain; PMN, polymorphonuclesr eels PA, proteolytic aetvity; SDS, sodium do Secyl sulfate; HEPES, 4.(3-hydroxyethy!)1-piperazineethanestl- fonie acids LPDS, lipoprotein deficient serum; DFP, disopropy fu rophosphate; PBS, phosphate-butfered ealin, BSA, bovine, seuss ‘lburin: apo, polipoprotein: LDL, low-density lipoprotein, “T-apo: ‘AIL HDI), HDL; labeled with L-apo-AcTL * Portions of this paper (including “Experimental Procedures,” and Figs, 7) ate presented in miniprint at the end of this paper. ‘Miniprnt is easly read with che abd ofa standard magnifying glass. Full ize photocopies are availabe from the Journal of Biological Chemistry, 9660 Rockville Pike, Bethesda, MD 20614. Request Doc- vument No, (M1241, Gite the authors, and include a check or money ‘order for $8.40 per see of photocopies. Fullsize photocopies are also included in the microfilm edition ofthe Journal that i available fom ‘Waverly Press. 14581",6
"| i | HAY, . ret tang, Combidestersids,” piboinner, SSprronitle. gion Metabolism Clinical and Experimental VOL. XXVII, NO. 9 SEPTEMBER 1978 * An Effect of Corticosteroids and 100% Oxygen on “Aryl Hydrocarbon Hydroxylase, Cytochrome-¢"", Reductase, and Free Radical Formation by Rat Lung Microsomes ‘Ann Ruhmann-Wennhold and Don H. Nelson formation. NADPH- ot Activity of aryl hydrocarbon hydroxylase TAHA), cytochrome e-reductase. and NADPH oxidase, and epinephrine oxidation {0 adrenochrome ware determined in lung ‘microsomes from intect. tom teceived cortisol in vivo while adranal- fand adrenalectomized cortisol-treated fe: ectomy led to decreased activity. NADPH Imale rats undar ambient and hyperoxic con- oxidase activity was inereased by cortisol in ditions. Microsomal adrenochrome forma- lung microsomes in the tion, which is initiated by superoxide hr fo other free radicals, was increased by conversion to adrenochrome in the presence Sdrenalectomy and decreased by cortisal af lung microsomes was blacked by SOD, treatment. Exposure of animals to 100% but NADPH-cytrochrome e-reductase and oxygen caused a further increase in ORTICOSTEROIDS have been shown to affect the activity of a number of ‘enzymatic reactions involving molecular oxygen.""*# Some of these enzmes produce superoxide anion, 2 potentially harmful substance which has been im; cated in the deleterious eifects of oxygen upon the lung.* Among the enzymes of this group is aryl hydrocarbon hydroxylase (AHH)*** a eytochrome P-4S0 (P-448)-related enzyme,” Cytochrome P-450 hydroxylations are known to produce superoxide anion and to be influenced by steroid hormones.” It appeared of interest, therefore, to investigate the effect of adrenalectomy and corticosteroids upon this drug-metabolizing enzymatic system in the lung and to attempt to relate it to the production of superoxide anion. From the Departments of Anatomy sad Medicine, University of Utah Slt Lake City. Utah Received for publieation Apr. 1976 Supported by The Kroc Foundaion aul USPHS Grant No. AMIGOS “Address reprint requests lo Dr. Ana Ruhmana-Wenahuld, Endocrine Laborators 401 [3th Avenue, Salt Lake Cts, Ugh 84103. (0 1978 by Grune & Stration, In. 0038-0495 /78/2709-000101.00/0, ‘Metaboli, Voh.27, Na. 9 September. 1978 ora THEOLTEZ0%",6
"Progra) VICEROY, > RALEIGH 4 RICH LIGHTS. itetond i",4
"‘Mansell; Penske sparkle PORTLAND, Ore. (AP) — Another week, another track, same result, Nigel Mansell, the defending series champion, outran the ‘menacing trio of Marlboro Team Penske drivers Friday to win the provisional pole for Sunday's Budveiser-G.L Joe's 200 at Portland International Raceway. Mansell, who won the pole here a year ago and was also on the pole a week ago. on the twisting Belle Isle circuit in De- troit, took the top spot. about halfway through the 30-minute qualifying session on Portland's 195-mile, nine-tum course and held it to the end. He tumed a fast lap of 114.768 mph, a bit short of the track record ‘of 115.730 set. by Emerson Fittipaldi in 1992 This time, Paul Tracy, coming ‘off his first victory of the season, was second to Mansell at 114.745, followed by Penske teammates Al Unser Jr. at 114.463 and Fittipaldi: at 114313. Each of the Imor-powered Penskes led at. least briefly carly in the qualifying session, but it was Mansells Ford Cos: ‘worth-powered Lola that was dominant on Friday. “Somebody in the Barber: Saab series that ran before us put down a tremendous amount ‘of oll on the track” Mansell said. “I sat out the first 10 min= tutes because there was no point in going out. In fact, the cars that did go out in the first. 10 minutes were off the pace by ‘about six seconds.” “The track is very challenging and very enjoyable to drive,"" sstid Mansell, who lost a great racelong battle with Fittipaldi last year, Ze 82008z¢¢02",9
"“American Journal of Industrial Medicine s6:S51-521 (1989) Relation of Radon Exposure and Tobacco Use to Lung Cancer Among Tin Miners in Yunnan Province, China You-Lin Qiao, mo, Philip R. Taylor; uo, seo, Shu-Xiang Yao, #0, Arthur Schatzkin, m0, orPH, Bao-Lin Mao, wo, Jay Lubin, Pro, Jian-Yu Fao, wo, Mary McAdams, ws, Xiang-Zhen Xuan, mo, and unYao Li, mo ‘We studied the relation of radon exposure and wbaeco use to lung cancer among ts ‘miners in Yuonan Brovinge in the People's Repoble of China. Ineviews were cone Cieted ie 1985 with 107 living tin vers with lang cancer sod am egal umber af Spo-matche controls from srnong tin miners without ung cance to btn information thing eaneze risk facta including detailed htory of employment and tbe use ‘Ssevpaiona history wat combed svth extensive inca hype dat to estimate cumulative working level months (WLM) of don daughter exposuse Similar dra were Sie ued fo timate arsenic exposure for contol la the analy etal fadieate an increased sk of lng cancer for wer pipe tvakng, 2 traditional foc of tobacco use proctced in D1% of eases and 88% of controls. Ever use of water piper wa associated with 4 ewofold elevation tm Fisk when compared with tobacco Sowsiner, ant se-rerpote celaton wae obverved with increasing categories of pipe-year (dose ues duration) usage. Estimated WLM cf radon expostte varied fom G'S I-76! amone subjects bu averaged 815 te eases teres only 208 in comtols Analyses ince thatthe persons inthe highest quarter atthe Fadon exposure ist Suton id an odds rao (OR) ~ 9.5 (95% confidence Interval = 2.7-33.1) compared {0 persons without raon exposure after contraling for srenie esposure and other fesental confounders, Exaniation of duration. nd rate of radon exposure indicted Sigher sk associated with long duration a5 opposed to high tae of exposure, Crosse Cieza of idm expr and abasc e sget ester ak sce mth fadon exposure than tobacco in these Key words: China, eadon,tobaceo,orcupalinalexpasare ‘epainen of Bpideology, Cancer nue, Chinese Acadeiy of Media Scenes. Belin, Peose's Repabic of Chins (LG PVR AY LY Cancer revrton Stair Branch, Division of Cancer Prevention ind Conte, Nation Cancer nia, Baths, MO (PR-T-AS) {ator Prion Inge, Yousan Ta Copan, Geo, Poop Republic of Chins (S-X.Yon Baw 2), BicwttstcsHranch, Division of Caecr logy. Ntaml Cancer tae, Bees, MO UL). Information Monopement Serves, Ines Siler Sings ID () ‘Adis cn recns o Pip Taye, NCUNIM, Executive Paes Non, Rt 241, Btheds: MD Sn892 tn Chin. stares eprint guess to You Lin Gas. Deparment o Epidemiology, Cancer in tue, CAMS, Deng. 100081, Ci [eepied foe pblstion Se 5. 1983 (© 1989 Alan R. Lis, Ine.",6
